# depth maps
# file: 'rgbd_dataset_freiburg2_xyz.bag'
# timestamp filename
1311867170.450076 depth/1311867170.450076.png
1311867170.483500 depth/1311867170.483500.png
1311867170.516818 depth/1311867170.516818.png
1311867170.551384 depth/1311867170.551384.png
1311867170.580990 depth/1311867170.580990.png
1311867170.617942 depth/1311867170.617942.png
1311867170.649674 depth/1311867170.649674.png
1311867170.680532 depth/1311867170.680532.png
1311867170.717358 depth/1311867170.717358.png
1311867170.749451 depth/1311867170.749451.png
1311867170.780364 depth/1311867170.780364.png
1311867170.816535 depth/1311867170.816535.png
1311867170.850616 depth/1311867170.850616.png
1311867170.882672 depth/1311867170.882672.png
1311867170.917264 depth/1311867170.917264.png
1311867170.949643 depth/1311867170.949643.png
1311867170.986197 depth/1311867170.986197.png
1311867171.019831 depth/1311867171.019831.png
1311867171.052592 depth/1311867171.052592.png
1311867171.084303 depth/1311867171.084303.png
1311867171.116865 depth/1311867171.116865.png
1311867171.150265 depth/1311867171.150265.png
1311867171.188157 depth/1311867171.188157.png
1311867171.215808 depth/1311867171.215808.png
1311867171.250755 depth/1311867171.250755.png
1311867171.288603 depth/1311867171.288603.png
1311867171.320387 depth/1311867171.320387.png
1311867171.348416 depth/1311867171.348416.png
1311867171.386411 depth/1311867171.386411.png
1311867171.418257 depth/1311867171.418257.png
1311867171.450724 depth/1311867171.450724.png
1311867171.485965 depth/1311867171.485965.png
1311867171.516537 depth/1311867171.516537.png
1311867171.552054 depth/1311867171.552054.png
1311867171.587078 depth/1311867171.587078.png
1311867171.619828 depth/1311867171.619828.png
1311867171.651108 depth/1311867171.651108.png
1311867171.685447 depth/1311867171.685447.png
1311867171.716495 depth/1311867171.716495.png
1311867171.752030 depth/1311867171.752030.png
1311867171.787543 depth/1311867171.787543.png
1311867171.816493 depth/1311867171.816493.png
1311867171.852528 depth/1311867171.852528.png
1311867171.887719 depth/1311867171.887719.png
1311867171.916475 depth/1311867171.916475.png
1311867171.951952 depth/1311867171.951952.png
1311867171.988074 depth/1311867171.988074.png
1311867172.016436 depth/1311867172.016436.png
1311867172.049438 depth/1311867172.049438.png
1311867172.088132 depth/1311867172.088132.png
1311867172.117248 depth/1311867172.117248.png
1311867172.152282 depth/1311867172.152282.png
1311867172.188469 depth/1311867172.188469.png
1311867172.219929 depth/1311867172.219929.png
1311867172.252969 depth/1311867172.252969.png
1311867172.286931 depth/1311867172.286931.png
1311867172.318507 depth/1311867172.318507.png
1311867172.355461 depth/1311867172.355461.png
1311867172.387297 depth/1311867172.387297.png
1311867172.417192 depth/1311867172.417192.png
1311867172.455419 depth/1311867172.455419.png
1311867172.487872 depth/1311867172.487872.png
1311867172.517723 depth/1311867172.517723.png
1311867172.556634 depth/1311867172.556634.png
1311867172.589554 depth/1311867172.589554.png
1311867172.618563 depth/1311867172.618563.png
1311867172.652198 depth/1311867172.652198.png
1311867172.686797 depth/1311867172.686797.png
1311867172.716473 depth/1311867172.716473.png
1311867172.755581 depth/1311867172.755581.png
1311867172.784603 depth/1311867172.784603.png
1311867172.819640 depth/1311867172.819640.png
1311867172.856187 depth/1311867172.856187.png
1311867172.888261 depth/1311867172.888261.png
1311867172.920135 depth/1311867172.920135.png
1311867172.955319 depth/1311867172.955319.png
1311867172.987530 depth/1311867172.987530.png
1311867173.016636 depth/1311867173.016636.png
1311867173.055015 depth/1311867173.055015.png
1311867173.085411 depth/1311867173.085411.png
1311867173.118688 depth/1311867173.118688.png
1311867173.152903 depth/1311867173.152903.png
1311867173.186066 depth/1311867173.186066.png
1311867173.217457 depth/1311867173.217457.png
1311867173.252384 depth/1311867173.252384.png
1311867173.286128 depth/1311867173.286128.png
1311867173.316543 depth/1311867173.316543.png
1311867173.355753 depth/1311867173.355753.png
1311867173.384413 depth/1311867173.384413.png
1311867173.416714 depth/1311867173.416714.png
1311867173.455557 depth/1311867173.455557.png
1311867173.484349 depth/1311867173.484349.png
1311867173.521797 depth/1311867173.521797.png
1311867173.552167 depth/1311867173.552167.png
1311867173.584281 depth/1311867173.584281.png
1311867173.622125 depth/1311867173.622125.png
1311867173.652630 depth/1311867173.652630.png
1311867173.686190 depth/1311867173.686190.png
1311867173.721725 depth/1311867173.721725.png
1311867173.756464 depth/1311867173.756464.png
1311867173.785162 depth/1311867173.785162.png
1311867173.821195 depth/1311867173.821195.png
1311867173.852567 depth/1311867173.852567.png
1311867173.884587 depth/1311867173.884587.png
1311867173.921914 depth/1311867173.921914.png
1311867173.953686 depth/1311867173.953686.png
1311867173.989219 depth/1311867173.989219.png
1311867174.024019 depth/1311867174.024019.png
1311867174.054183 depth/1311867174.054183.png
1311867174.086830 depth/1311867174.086830.png
1311867174.124495 depth/1311867174.124495.png
1311867174.155288 depth/1311867174.155288.png
1311867174.184582 depth/1311867174.184582.png
1311867174.220459 depth/1311867174.220459.png
1311867174.252364 depth/1311867174.252364.png
1311867174.285999 depth/1311867174.285999.png
1311867174.323248 depth/1311867174.323248.png
1311867174.354525 depth/1311867174.354525.png
1311867174.385575 depth/1311867174.385575.png
1311867174.420747 depth/1311867174.420747.png
1311867174.456817 depth/1311867174.456817.png
1311867174.484843 depth/1311867174.484843.png
1311867174.523854 depth/1311867174.523854.png
1311867174.552584 depth/1311867174.552584.png
1311867174.587453 depth/1311867174.587453.png
1311867174.620460 depth/1311867174.620460.png
1311867174.657131 depth/1311867174.657131.png
1311867174.689552 depth/1311867174.689552.png
1311867174.720531 depth/1311867174.720531.png
1311867174.755617 depth/1311867174.755617.png
1311867174.791669 depth/1311867174.791669.png
1311867174.827340 depth/1311867174.827340.png
1311867174.852853 depth/1311867174.852853.png
1311867174.892876 depth/1311867174.892876.png
1311867174.927018 depth/1311867174.927018.png
1311867174.954480 depth/1311867174.954480.png
1311867174.993193 depth/1311867174.993193.png
1311867175.020706 depth/1311867175.020706.png
1311867175.057641 depth/1311867175.057641.png
1311867175.091331 depth/1311867175.091331.png
1311867175.120766 depth/1311867175.120766.png
1311867175.156149 depth/1311867175.156149.png
1311867175.188878 depth/1311867175.188878.png
1311867175.220693 depth/1311867175.220693.png
1311867175.252815 depth/1311867175.252815.png
1311867175.289629 depth/1311867175.289629.png
1311867175.323775 depth/1311867175.323775.png
1311867175.353647 depth/1311867175.353647.png
1311867175.388820 depth/1311867175.388820.png
1311867175.423375 depth/1311867175.423375.png
1311867175.454628 depth/1311867175.454628.png
1311867175.488524 depth/1311867175.488524.png
1311867175.520404 depth/1311867175.520404.png
1311867175.555278 depth/1311867175.555278.png
1311867175.588623 depth/1311867175.588623.png
1311867175.622267 depth/1311867175.622267.png
1311867175.652465 depth/1311867175.652465.png
1311867175.691635 depth/1311867175.691635.png
1311867175.720574 depth/1311867175.720574.png
1311867175.752846 depth/1311867175.752846.png
1311867175.788225 depth/1311867175.788225.png
1311867175.822546 depth/1311867175.822546.png
1311867175.852791 depth/1311867175.852791.png
1311867175.888452 depth/1311867175.888452.png
1311867175.922221 depth/1311867175.922221.png
1311867175.956655 depth/1311867175.956655.png
1311867175.988251 depth/1311867175.988251.png
1311867176.022409 depth/1311867176.022409.png
1311867176.057742 depth/1311867176.057742.png
1311867176.089212 depth/1311867176.089212.png
1311867176.123317 depth/1311867176.123317.png
1311867176.156464 depth/1311867176.156464.png
1311867176.188489 depth/1311867176.188489.png
1311867176.220801 depth/1311867176.220801.png
1311867176.256432 depth/1311867176.256432.png
1311867176.289298 depth/1311867176.289298.png
1311867176.320323 depth/1311867176.320323.png
1311867176.356783 depth/1311867176.356783.png
1311867176.389335 depth/1311867176.389335.png
1311867176.421363 depth/1311867176.421363.png
1311867176.456687 depth/1311867176.456687.png
1311867176.488951 depth/1311867176.488951.png
1311867176.521537 depth/1311867176.521537.png
1311867176.558631 depth/1311867176.558631.png
1311867176.593559 depth/1311867176.593559.png
1311867176.621080 depth/1311867176.621080.png
1311867176.660404 depth/1311867176.660404.png
1311867176.689453 depth/1311867176.689453.png
1311867176.724143 depth/1311867176.724143.png
1311867176.758500 depth/1311867176.758500.png
1311867176.790063 depth/1311867176.790063.png
1311867176.820696 depth/1311867176.820696.png
1311867176.858590 depth/1311867176.858590.png
1311867176.890342 depth/1311867176.890342.png
1311867176.922599 depth/1311867176.922599.png
1311867176.960668 depth/1311867176.960668.png
1311867176.989703 depth/1311867176.989703.png
1311867177.020601 depth/1311867177.020601.png
1311867177.056330 depth/1311867177.056330.png
1311867177.090969 depth/1311867177.090969.png
1311867177.122005 depth/1311867177.122005.png
1311867177.157538 depth/1311867177.157538.png
1311867177.188556 depth/1311867177.188556.png
1311867177.226035 depth/1311867177.226035.png
1311867177.258123 depth/1311867177.258123.png
1311867177.289343 depth/1311867177.289343.png
1311867177.324415 depth/1311867177.324415.png
1311867177.356930 depth/1311867177.356930.png
1311867177.389075 depth/1311867177.389075.png
1311867177.431286 depth/1311867177.431286.png
1311867177.458323 depth/1311867177.458323.png
1311867177.489115 depth/1311867177.489115.png
1311867177.527632 depth/1311867177.527632.png
1311867177.556823 depth/1311867177.556823.png
1311867177.588870 depth/1311867177.588870.png
1311867177.624638 depth/1311867177.624638.png
1311867177.656627 depth/1311867177.656627.png
1311867177.688761 depth/1311867177.688761.png
1311867177.724609 depth/1311867177.724609.png
1311867177.756593 depth/1311867177.756593.png
1311867177.788810 depth/1311867177.788810.png
1311867177.827577 depth/1311867177.827577.png
1311867177.856268 depth/1311867177.856268.png
1311867177.888928 depth/1311867177.888928.png
1311867177.926179 depth/1311867177.926179.png
1311867177.956891 depth/1311867177.956891.png
1311867177.989128 depth/1311867177.989128.png
1311867178.025481 depth/1311867178.025481.png
1311867178.058077 depth/1311867178.058077.png
1311867178.089617 depth/1311867178.089617.png
1311867178.127721 depth/1311867178.127721.png
1311867178.157550 depth/1311867178.157550.png
1311867178.192727 depth/1311867178.192727.png
1311867178.224296 depth/1311867178.224296.png
1311867178.256639 depth/1311867178.256639.png
1311867178.288842 depth/1311867178.288842.png
1311867178.324664 depth/1311867178.324664.png
1311867178.360490 depth/1311867178.360490.png
1311867178.388795 depth/1311867178.388795.png
1311867178.427504 depth/1311867178.427504.png
1311867178.456833 depth/1311867178.456833.png
1311867178.493591 depth/1311867178.493591.png
1311867178.524720 depth/1311867178.524720.png
1311867178.556910 depth/1311867178.556910.png
1311867178.593205 depth/1311867178.593205.png
1311867178.627593 depth/1311867178.627593.png
1311867178.660756 depth/1311867178.660756.png
1311867178.693715 depth/1311867178.693715.png
1311867178.724521 depth/1311867178.724521.png
1311867178.757396 depth/1311867178.757396.png
1311867178.799313 depth/1311867178.799313.png
1311867178.824972 depth/1311867178.824972.png
1311867178.857434 depth/1311867178.857434.png
1311867178.895228 depth/1311867178.895228.png
1311867178.925076 depth/1311867178.925076.png
1311867178.958688 depth/1311867178.958688.png
1311867178.993422 depth/1311867178.993422.png
1311867179.026970 depth/1311867179.026970.png
1311867179.057601 depth/1311867179.057601.png
1311867179.096820 depth/1311867179.096820.png
1311867179.124823 depth/1311867179.124823.png
1311867179.156587 depth/1311867179.156587.png
1311867179.195701 depth/1311867179.195701.png
1311867179.224644 depth/1311867179.224644.png
1311867179.257244 depth/1311867179.257244.png
1311867179.295933 depth/1311867179.295933.png
1311867179.327496 depth/1311867179.327496.png
1311867179.356659 depth/1311867179.356659.png
1311867179.393013 depth/1311867179.393013.png
1311867179.428452 depth/1311867179.428452.png
1311867179.458555 depth/1311867179.458555.png
1311867179.492659 depth/1311867179.492659.png
1311867179.524514 depth/1311867179.524514.png
1311867179.556366 depth/1311867179.556366.png
1311867179.593206 depth/1311867179.593206.png
1311867179.624449 depth/1311867179.624449.png
1311867179.661662 depth/1311867179.661662.png
1311867179.694458 depth/1311867179.694458.png
1311867179.724734 depth/1311867179.724734.png
1311867179.761284 depth/1311867179.761284.png
1311867179.792803 depth/1311867179.792803.png
1311867179.824885 depth/1311867179.824885.png
1311867179.861218 depth/1311867179.861218.png
1311867179.892712 depth/1311867179.892712.png
1311867179.924723 depth/1311867179.924723.png
1311867179.963538 depth/1311867179.963538.png
1311867179.992996 depth/1311867179.992996.png
1311867180.026152 depth/1311867180.026152.png
