rgb_time,pair_idx,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_m
1305031910.765238,0,0.018325040280441796,-0.07789099245927134,-0.013920668103021783,0.0,0.0,0.0,0.08121944845912564
1305031910.935211,5,0.01651828751631385,-0.023138692250383605,-0.01501927234029472,0.004256533867391443,0.043793205064015406,-0.000829249219178374,0.06950961254984761
1305031911.097196,10,-0.013250087724513832,0.054435090061273034,-0.019576672744877767,-0.005192608728419423,0.08926666356102886,-0.003200093965867845,0.03932370548087391
1305031911.265104,15,-0.0342028897126977,0.12350122596062149,-0.009758582146007529,-0.018960543104184713,0.12803070067130295,0.00048334528635396445,0.018914078058909167
1305031911.433256,20,-0.04149917885658273,0.1767279960646982,-0.004526126882596283,-0.028297489449967794,0.16539177216698853,0.0003527430083685168,0.018072021106137953
1305031911.597302,25,-0.05258957473771125,0.2276280386035891,-0.00505438816068526,-0.03646224161361855,0.19982589705075937,-0.006940261783849433,0.03219637352158757
1305031911.765284,30,-0.0663991653079814,0.2659879176115732,-0.024990370516574954,-0.04667702357962,0.22903309968290297,-0.0213927043845219,0.042042414822325104
1305031911.933063,35,-0.08264330758533674,0.2943620629136276,-0.040729327928972714,-0.05404339937534275,0.2486505280976563,-0.03692154590754115,0.054055511918532174
1305031912.096953,40,-0.09087850526476043,0.3118192292169568,-0.05208560064442232,-0.05114932449196263,0.2580140378264726,-0.04596922912313084,0.06716261181662571
1305031912.26509,45,-0.08755917666185431,0.3182606408239313,-0.05074633091444046,-0.04473941270158288,0.25749912961569854,-0.046405776732023174,0.07446028364525652
1305031912.43329,50,-0.08645277161008046,0.32313054394065877,-0.032564498495526166,-0.03170684738812202,0.2524033926996161,-0.04195844360203127,0.08993159815245012
1305031912.59709,55,-0.07922554678938659,0.3268305830485062,-0.032101070328989185,-0.013585432610924375,0.25191369239205597,-0.042472140762463306,0.10014351799756269
1305031912.765193,60,-0.07758695601136409,0.3321319342926846,-0.027361385445048188,-0.0010444221920224983,0.251122423288749,-0.04262907040507358,0.11249178885865582
1305031912.933115,65,-0.059509715149297954,0.3296465701596661,-0.03935037591820208,0.007080902653601284,0.25092089740838763,-0.043872140762463374,0.10321089228768436
1305031913.097038,70,-0.03914033252388932,0.32181256936470365,-0.041214692517849066,0.0195248163470364,0.24569087400745127,-0.041646760401150784,0.0961056651751914
1305031913.265022,75,0.008152951730448856,0.31352972773983717,-0.056966102995140044,0.04075616193405329,0.24364461292706774,-0.047548241661302226,0.07768908996814018
1305031913.433081,80,0.04590589356933387,0.2940560449534191,-0.06783630488395642,0.05988239868326639,0.2311755002558361,-0.056478502596182256,0.06540875529676957
1305031913.597139,85,0.07171748752508203,0.24554038450842935,-0.07832754111022613,0.07305378159569087,0.20300809069844594,-0.06020362135200186,0.04625211525956894
1305031913.765028,90,0.08102310291253165,0.1678805595944056,-0.08964481990458203,0.08019369859094483,0.15710710011205686,-0.057851021624585774,0.033579769948818436
1305031913.933123,95,0.10711845932260901,0.071839067126439,-0.08163826859990786,0.08316408935936859,0.09551628877285845,-0.051527220275135344,0.04517851144566689
1305031914.097126,100,0.12818842423386156,-0.03731424473168648,-0.07754579304635832,0.08633290179529352,0.01865246167417689,-0.04791961948358492,0.07590696374178825
1305031914.265074,105,0.14549835411901155,-0.1501435388580997,-0.06604698079267618,0.09667377869966376,-0.08005760198364453,-0.04254918103139982,0.08858907554586364
1305031914.43306,110,0.16219286500222457,-0.2779189269896617,-0.07631971181700076,0.11160260155523238,-0.19455079572868061,-0.04460708922600243,0.10254418802244886
1305031914.597122,115,0.1754828324556346,-0.39130128251474766,-0.07696255225456705,0.12013368049243489,-0.3114334676871316,-0.046201506703636985,0.10192467018229756
1305031914.764901,120,0.18796401874070748,-0.4908337267053614,-0.0806795703264555,0.13467039849194373,-0.4192936576880294,-0.048932775576065124,0.09468923070311366
1305031914.933099,125,0.2133889193746298,-0.5741778664523689,-0.07242416924475759,0.1579197100827313,-0.5141689936342179,-0.04542417805116461,0.08606333435806193
1305031915.097024,130,0.24358484620527782,-0.6671845239715642,-0.07096183160469534,0.18678218296259197,-0.6065479579429225,-0.042946420141620756,0.0876823754847756
1305031915.264979,135,0.28549656084229125,-0.7538020491174116,-0.06576580693272999,0.2264402025559985,-0.6995620610596186,-0.038961666999981936,0.08454638771752959
1305031915.43296,140,0.34853852734968077,-0.8287505522851122,-0.05651108269775695,0.28373883603938677,-0.7837606752020599,-0.029860746727701892,0.08326661660698333
1305031915.601161,145,0.4203832450594877,-0.899578676242355,-0.0428687378619997,0.3461088954056696,-0.8595487637984884,-0.01542264501823909,0.08872632596444859
1305031915.76501,150,0.4847946226234358,-0.9533446361246609,-0.03552970953973302,0.4129767970817538,-0.9244181412869847,-0.006227241732827737,0.0827839162440646
1305031915.933056,155,0.5544696573764274,-0.9995741115234766,-0.04118815116038807,0.4845219955842397,-0.9779520401921824,-0.010007811940906164,0.0795763967058814
1305031916.101115,160,0.6328505246206941,-1.0229384393437417,-0.018631846842577567,0.5619317679146554,-1.0311006937680653,-0.009995628949732938,0.07190741762509899
1305031916.26506,165,0.694979160644026,-1.0702454718097012,-0.01481978819808801,0.6355854254583602,-1.0857580835896337,0.0008838518942375639,0.06336293250544196
1305031916.433168,170,0.7694310625958514,-1.1027042165500753,0.014892523200694563,0.7063371938683601,-1.1282776422254097,0.028070995109085173,0.06934340987876202
1305031916.601238,175,0.8157570477885949,-1.1148779961533273,0.044114964475976064,0.767159879274142,-1.151522286914501,0.054885864246688065,0.06181020235270469
1305031916.765076,180,0.8727668600183482,-1.0994916657541864,0.062495702800057534,0.8363042915385165,-1.1477096392723458,0.06346241327515911,0.060460122390605615
1305031916.933088,185,0.9388725031266394,-1.0737696741747618,0.08457279850234058,0.9108348043773693,-1.1306398302458098,0.07298665569940166,0.0644559222085161
1305031917.10113,190,0.9760743214537846,-1.051086878611868,0.11177172729802459,0.9727657821328946,-1.115336702191069,0.09748867033831621,0.06590138070261206
