rgb_time,pair_idx,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_m
1305031102.175304,0,0.011473386733405366,0.009922225623324649,0.005741085751629946,0.0,0.0,0.0,0.01621879249703907
1305031102.343233,5,-0.030415353566280237,-0.007106598691405973,-0.04004115938901195,-0.040850842810481014,-0.0009248074768137826,-0.04516076580120654,0.013165270532823214
1305031102.511219,10,-0.07540234895792644,-0.01289292013872606,-0.09834605057440834,-0.08133158460719869,-0.0015248074768138276,-0.09030247025313409,0.015135686481402837
1305031102.675285,15,-0.10890059700285956,-0.018186663149630352,-0.13043709022452304,-0.12149168328053794,-0.0021308954802130575,-0.1338772542576665,0.02069197568337012
1305031102.84329,20,-0.14522640084918648,-0.018149266327756645,-0.18490708786144616,-0.16281642467157798,-0.0014248074768138386,-0.18560085592351516,0.024281634542450525
1305031103.011215,25,-0.18766724057288164,-0.026669176830789072,-0.2402899855035735,-0.19731616512747618,-0.0049856497411072676,-0.23305500082298436,0.02481173301963371
1305031103.175452,30,-0.20804237207041837,-0.02738276274756416,-0.2753699361594933,-0.2240858685836713,-0.005728675128937044,-0.273964850357411,0.02698643283350269
1305031103.343223,35,-0.2285021896277233,-0.030089656462059605,-0.3070371871260764,-0.23966437058313894,-0.003804320259194638,-0.29937429357386436,0.02956743344579675
1305031103.511333,40,-0.23275804457680346,-0.030677998689285155,-0.2936849768375927,-0.23163870127959596,-0.0038790522526540583,-0.2802519317360779,0.02999805260729032
1305031103.675523,45,-0.21601122464544428,-0.027231406214484888,-0.24671936769525182,-0.20699375104308237,-0.004327577903345148,-0.2328452304317763,0.02825582889035854
1305031103.843251,50,-0.17934853088083225,-0.020797930263108597,-0.19483652825641762,-0.17178111723052725,-0.002750296831414145,-0.1744459337672557,0.0282623276723818
1305031104.011232,55,-0.14284525681892654,-0.019433105972635572,-0.13021385903251936,-0.12789454736189598,-0.0028161695634552064,-0.11219832391579043,0.02870898455949601
1305031104.175424,60,-0.10308208788831502,-0.00771245343768167,-0.06738473020050695,-0.08723787997997268,0.0017714326586080187,-0.054577881887323265,0.022472169086384847
1305031104.343342,65,-0.0630423409772272,0.005440379805817227,-0.014925557508490374,-0.04813897943395995,0.0017012502109987615,-0.005705248551561182,0.017919413290546464
1305031104.511329,70,-0.028428260478999434,0.007481937730395033,0.025228620870480587,-0.013472228977421619,-0.003601254082922112,0.02966255871063095,0.01913582566332808
1305031104.675525,75,-0.00016287246802242604,0.022021768181841622,0.07570153345412456,0.024770712262637273,-0.005228520710372275,0.0664645025054702,0.03807341110245444
1305031104.843258,80,0.04843342876875118,0.04447281564488102,0.11165743342925928,0.055373665944501216,0.0033954511750177163,0.09296645229558598,0.04566037165403916
1305031105.01129,85,0.060127005036255565,0.05194112312250223,0.10644783549810566,0.05057770545740636,0.01063989461888748,0.08522268316524806,0.04740767543243835
1305031105.175159,90,0.03185836689818591,0.04078971491673591,0.05979230533231966,0.011342038003957722,0.005907247931716708,0.04633211501323231,0.042648364302551506
1305031105.343302,95,-0.02496942519264115,0.008407987228890277,0.010234894464701081,-0.03986944662995007,-0.004699911785041699,-0.0058294113439667505,0.025532128319161
1305031105.511332,100,-0.07629117690095268,-0.008366454398153124,-0.03934948516913073,-0.08799285220418174,-0.010780127792480276,-0.055158095510573935,0.01981583167783449
1305031105.675166,105,-0.12299285408516195,-0.013845692908580069,-0.08910183932872352,-0.13564037078348878,-0.00973207578331492,-0.10493575716121217,0.020678357730093872
1305031105.843271,110,-0.16605427361160502,-0.002080597494446496,-0.14417476089244674,-0.18448636721264577,0.00014759077796056008,-0.15991926662375144,0.024343302122306794
1305031106.011285,115,-0.19931077604711006,0.009979971263303983,-0.2054824474504277,-0.22324089597787466,0.009539744415039353,-0.2171187277972486,0.0266129190411071
1305031106.175534,120,-0.22794629929483032,0.005662298244938257,-0.2588724232120914,-0.25201461507283685,0.00858849629258751,-0.2672872875092387,0.025664302066163967
1305031106.343258,125,-0.24795058203508946,0.0012849806856399092,-0.2955265867752855,-0.2688659418734949,0.005551453162625397,-0.30047250315904916,0.021911575786374635
1305031106.511129,130,-0.25405239736711116,-0.000824598133643226,-0.2903410918285239,-0.2610579785451619,0.0037696687046695487,-0.29059304435256283,0.008381463804029021
1305031106.675279,135,-0.23402562259509288,0.00015865927500634605,-0.24320623880554448,-0.23026896740814906,-0.00040917197148515605,-0.24333100874997005,0.0038013758110868163
1305031106.843416,140,-0.19393707884100336,-0.010329766390447335,-0.18620792486800597,-0.18290674725222322,-0.0049009679803543316,-0.1827550652075436,0.012769585230958667
1305031107.011576,145,-0.14834117075633527,-0.004470391940508739,-0.11020394020716953,-0.12795334382376078,-0.01034032615692737,-0.11234343275397563,0.02132362640583282
1305031107.175399,150,-0.0959783694433059,-0.006206305579427862,-0.04778734645793484,-0.07964012826931777,-0.013216787068163982,-0.05169015330329252,0.018202111872952644
1305031107.343509,155,-0.0609174631723972,0.005914170145269262,0.01742785338268555,-0.03820207662780439,-0.010039355792384907,-0.0003723672603295203,0.032975015248725696
1305031107.511352,160,-0.0320432421482048,0.024226210373764965,0.04665037168218167,-0.022231962304191333,0.004958639952486021,0.023902154174418877,0.03138442100624088
1305031107.675568,165,-0.021046786542457445,0.041444868078050215,0.037254702685122904,-0.023041563550532773,0.01727055289321222,0.0176647521636506,0.0311792047910393
1305031107.843332,170,-0.02160972908783939,0.037283404358907264,0.020704458816682106,-0.025167606897847694,0.016749767033962026,0.003298746579099232,0.02715230330562908
1305031108.01132,175,-0.027303406777468155,0.053650997750308495,0.01818415510755303,-0.03080784871182063,0.03910553575532827,-0.005472426817979992,0.027990810033261235
1305031108.176058,180,-0.02999764899645624,0.10367410370104282,0.00778167566367749,-0.04125678182295012,0.09757838018262877,-0.015374443888133804,0.026460003588725297
1305031108.343278,185,-0.028373190258685427,0.1601866031522179,-0.014772083149871315,-0.04704300360012392,0.16096727463462313,-0.02932594711870884,0.02368515008588763
1305031108.511378,190,-0.02903002262336067,0.21815755982130405,-0.0286640785864212,-0.046755444293445914,0.22289485015378008,-0.04283270867606026,0.023181513576415232
1305031108.675375,195,-0.023089655674129177,0.27997988636663607,-0.03982956203790452,-0.04455363231051668,0.2855549555348925,-0.051134308466251666,0.02489138367161335
1305031108.843264,200,-0.015236497372142804,0.3264872553312551,-0.04757885926445884,-0.03982480252193854,0.3307225189226768,-0.053141595690427534,0.02556298582664186
1305031109.011269,205,-0.009600833687955172,0.33029622707531714,-0.039575665350169556,-0.03160974417662077,0.32568415468612166,-0.04446397730252971,0.023012147799909094
1305031109.175464,210,-0.007164810172457375,0.2991467418511271,-0.035852380149721204,-0.030241523019335803,0.27975780463962996,-0.04185144601006141,0.030731976070623283
1305031109.343248,215,-0.009197677906327757,0.2326501805340067,-0.03838419519304817,-0.03054388336551983,0.2122402512843845,-0.044553806356245396,0.030171009286824882
1305031109.511273,220,-0.012739428950459635,0.1597504697356671,-0.03746617356578715,-0.02957835293730593,0.13841294333759535,-0.04227792230922223,0.02760420837106445
1305031109.675263,225,-0.010479307219708182,0.09884289392256591,-0.03290217865539332,-0.026635142932074363,0.07315000119209403,-0.03934506592279985,0.031026546065667876
1305031109.843296,230,-0.010957201431624153,0.027301696712744253,-0.04256014261571593,-0.03019818930907059,0.005319333261072701,-0.046883829957054424,0.029531918150487224
1305031110.011256,235,-0.022516227903742636,-0.03973573518477745,-0.05516469974478005,-0.041294986342111706,-0.0674945502761588,-0.059839578439859764,0.033838558990858775
1305031110.175641,240,-0.03738398423737812,-0.1123510140719169,-0.06444894009925876,-0.051841527787712005,-0.130203607276542,-0.07115027298953347,0.023929971001777354
1305031110.343355,245,-0.049675543992736736,-0.17888328037902285,-0.06673175997571619,-0.054667570871540505,-0.18501943227211293,-0.0747538063562454,0.011266140445828559
1305031110.511429,250,-0.053266540755442696,-0.25163068850639925,-0.07268357954901393,-0.0544865937105119,-0.24668723505710133,-0.07932567532126922,0.008369211281020462
1305031110.679606,255,-0.05488295456593381,-0.3112192834073242,-0.07813824672983645,-0.05438294351858475,-0.29818413084424106,-0.0849100469685049,0.014697703625490409
1305031110.843218,260,-0.05436143347597033,-0.3382347185184773,-0.08183173425649706,-0.054243883365519885,-0.3191503492835515,-0.08605380635624527,0.019546172513792082
1305031111.011431,265,-0.05358534376642288,-0.33031509389582225,-0.08493117474427724,-0.05360119209403247,-0.3035213241780512,-0.08916842381327039,0.02712675112377292
1305031111.179326,270,-0.052672711457992016,-0.29453646092255426,-0.08355836283835426,-0.0525076222492431,-0.2585281906396777,-0.08965380635624531,0.036520914759783016
1305031111.343397,275,-0.04632984095155307,-0.24276035037942248,-0.08421341595713219,-0.0525669146222254,-0.20149999523162393,-0.0873768376129509,0.04184883787476497
1305031111.511264,280,-0.04597486559340375,-0.16348038087987596,-0.0801937905252825,-0.05318824356865259,-0.13352101661779087,-0.08363124716877657,0.031006651495735685
1305031111.67932,285,-0.04491025284206159,-0.07979682916578518,-0.07145261255119559,-0.05245248790024548,-0.056959537944353156,-0.07831760484467032,0.025011103518134934
1305031111.843299,290,-0.038246865911336796,0.008172792716664948,-0.07301829140974903,-0.052267697160902626,0.017710393882895303,-0.07712904359716877,0.017448433410517307
1305031112.011433,295,-0.03096356034414792,0.08199348095506846,-0.07587867274742224,-0.050971899959468825,0.08686830460386707,-0.07663915075221128,0.020607665723333977
